0.000055,100
0.000037,100
0.000037,100
0.002728,13000
0.002709,13000
0.000055,110
0.000055,10
0.000055,110
0.000018,210
0.000073,310
0.000073,410
0.000073,510
0.000110,610
0.000147,710
0.000166,810
0.000203,910
0.000203,1010
0.000240,1110
0.000239,1210
0.000239,1310
0.000276,1410
0.000314,1510
0.000332,1610
0.000332,1710
0.000387,1810
0.000406,1910
0.000442,2010
0.000424,2110
0.000442,2210
0.000460,2310
0.000516,2410
0.000497,2510
0.000535,2610
0.000553,2710
0.000590,2810
0.000590,2910
0.000609,3010
0.000627,3110
0.000701,3210
0.000700,3310
0.000719,3410
0.000719,3510
0.000756,3610
0.000756,3710
0.000774,3810
0.000793,3910
0.000811,4010
0.000848,4110
0.000884,4210
0.000884,4310
0.000922,4410
0.000921,4510
0.000940,4610
0.000995,4710
0.001014,4810
0.001014,4910
0.001050,5010
0.001051,5110
0.001069,5210
0.001106,5310
0.001106,5410
0.001124,5510
0.001142,5610
0.001179,5710
0.001217,5810
0.001235,5910
0.001254,6010
0.001254,6110
0.001272,6210
0.001327,6310
0.001345,6410
0.001346,6510
0.001364,6610
0.001400,6710
0.001401,6810
0.001456,6910
0.001456,7010
0.001475,7110
0.001511,7210
0.001512,7310
0.001567,7410
0.001567,7510
0.001603,7610
0.001603,7710
0.001603,7810
0.001659,7910
0.001658,8010
0.001696,8110
0.001695,8210
0.001714,8310
0.001732,8410
0.001769,8510
0.001807,8610
0.001807,8710
0.001824,8810
0.001843,8910
0.001899,9010
0.001898,9110
0.001917,9210
0.001936,9310
0.001953,9410
0.001990,9510
0.001991,9610
0.002046,9710
0.002046,9810
0.002046,9910
0.002083,10010
0.002102,10110
0.002120,10210
0.002156,10310
0.002175,10410
0.002212,10510
0.002193,10610
0.002249,10710
0.002249,10810
0.002286,10910
0.002304,11010
0.002323,11110
0.002359,11210
0.002378,11310
0.002377,11410
0.002396,11510
0.002433,11610
0.002470,11710
0.002452,11810
0.002488,11910
0.002525,12010
0.002543,12110
0.002543,12210
0.002562,12310
0.002580,12410
0.002599,12510
0.002618,12610
0.002636,12710
0.002691,12810
0.002692,12910
